target_id	length	eff_length	est_counts	tpm
FBtr0344359	3318	3136.38	228.497	8.74298
FBtr0344358	1931	1749.38	0	0
FBtr0344361	3417	3235.38	0	0
FBtr0344362	1516	1334.38	356.565	32.0676
FBtr0344360	3708	3526.38	34.9384	1.189
FBtr0091862	1023	841.382	0	0
FBtr0073647	955	773.382	0	0
FBtr0346299	715	533.382	1	0.224993
FBtr0088929	1189	1007.38	0	0
FBtr0074892	2082	1900.38	10.2038	0.644363
FBtr0074891	2148	1966.38	522.401	31.8819
FBtr0306139	4733	4551.38	973.637	25.6721
FBtr0080230	4820	4638.38	83.3627	2.15682
FBtr0084671	2094	1912.38	250	15.6882
FBtr0087172	1729	1547.38	715.518	55.4921
FBtr0087171	1680	1498.38	11.4822	0.919624
FBtr0339623	3034	2852.38	78.9753	3.3227
FBtr0077226	3043	2861.38	634.025	26.5912
FBtr0339624	2860	2678.38	0	0
FBtr0112499	420	238.395	0	0
FBtr0080006	1649	1467.38	15.7218	1.28578
FBtr0084148	2843	2661.38	129.525	5.84056
FBtr0086308	997	815.382	2055.46	302.521
FBtr0086307	1070	888.382	182.544	24.6591
FBtr0075644	743	561.382	0	0
FBtr0340114	1342	1160.38	0	0
FBtr0074097	1172	990.382	179	21.6899
FBtr0071219	6196	6014.38	2.35202e-05	4.69309e-07
FBtr0343356	7001	6819.38	704.638	12.4002
FBtr0071220	6115	5933.38	3136.36	63.4354
FBtr0074732	1469	1287.38	154.86	14.4358
FBtr0074731	743	561.382	21198.2	4531.57
FBtr0308192	809	627.382	85.955	16.4417
FBtr0344339	651	469.382	0	0
FBtr0087739	423	241.395	113.242	56.2972
FBtr0087485	2475	2293.38	1	0.0523277
FBtr0344371	1820	1638.38	75.4805	5.52876
FBtr0344372	2529	2347.38	0	0
FBtr0310402	1628	1446.38	23.254	1.9294
FBtr0339965	2108	1926.38	86.5448	5.39146
FBtr0087580	1813	1631.38	39.7084	2.92102
FBtr0083599	494	312.382	0	0
FBtr0086139	1290	1108.38	1	0.108273
FBtr0308856	6282	6100.38	0	0
FBtr0308852	6180	5998.38	15.5408	0.31092
FBtr0308853	3810	3628.38	0	0
FBtr0308850	5897	5715.38	339.655	7.13183
FBtr0308858	7014	6832.38	27.5336	0.483613
FBtr0308854	4163	3981.38	0	0
FBtr0308855	6075	5893.38	953.76	19.4215
FBtr0308857	7012	6830.38	214.511	3.76888
FBtr0308851	5552	5370.38	0	0
FBtr0308849	5335	5153.38	0	0
FBtr0299929	2057	1875.38	0	0
FBtr0310326	6062	5880.38	10	0.204081
FBtr0299930	3214	3032.38	0	0
FBtr0081090	692	510.382	183.094	43.0513
FBtr0081089	640	458.382	30123	7886.39
FBtr0331455	1046	864.382	0	0
FBtr0346591	1812	1630.38	0	0
FBtr0081091	1112	930.382	72.9325	9.40736
FBtr0076174	1356	1174.38	269	27.4885
FBtr0076175	1299	1117.38	0	0
FBtr0333678	4702	4520.38	0	0
FBtr0089141	4575	4393.38	10	0.273155
FBtr0332973	2825	2643.38	694.879	31.5469
FBtr0078014	3618	3436.38	0	0
FBtr0078013	3735	3553.38	319.61	10.7941
FBtr0078015	3583	3401.38	15.5106	0.547245
FBtr0302405	1102	920.382	0	0
FBtr0084767	1340	1158.38	0	0
FBtr0302406	1101	919.382	0	0
FBtr0084768	1153	971.382	0	0
FBtr0113284	1127	945.382	0	0
FBtr0302404	1076	894.382	1	0.134179
FBtr0309271	1101	919.382	0	0
FBtr0071092	4246	4064.38	1207.55	35.655
FBtr0340148	5250	5068.38	570.445	13.5068
FBtr0331432	1622	1440.38	149.024	12.4161
FBtr0070921	1675	1493.38	289.051	23.228
FBtr0331430	1603	1421.38	128.925	10.8851
FBtr0331431	1599	1417.38	0	0
FBtr0346719	1515	1333.38	0	0
FBtr0083968	681	499.382	0	0
FBtr0083744	1278	1096.38	19	2.0797
FBtr0299615	4403	4221.38	664.158	18.881
FBtr0299614	1352	1170.38	53.8416	5.52075
FBtr0072597	4222	4040.38	6996.06	207.797
FBtr0331404	4329	4147.38	3620.94	104.775
FBtr0083172	1578	1396.38	340	29.2202
FBtr0076272	1605	1423.38	206.222	17.3869
FBtr0076271	1815	1633.38	7.77801	0.571464
FBtr0073004	2356	2174.38	1436	79.255
FBtr0077720	2819	2637.38	12.3089	0.560086
FBtr0335151	3050	2868.38	0	0
FBtr0077721	2693	2511.38	483.691	23.1134
FBtr0079369	1813	1631.38	1462	107.547
FBtr0083185	1283	1101.38	0	0
FBtr0083186	1115	933.382	0	0
FBtr0085512	862	680.382	0	0
FBtr0078193	1849	1667.38	0	0
FBtr0333479	1891	1709.38	128.091	8.99262
FBtr0114517	1778	1596.38	150.839	11.3393
FBtr0333478	1879	1697.38	944.215	66.7574
FBtr0078192	2048	1866.38	90.6537	5.82898
FBtr0334166	2253	2071.38	0	0
FBtr0306598	2097	1915.38	0	0
FBtr0081211	2447	2265.38	22.2106	1.17659
FBtr0081210	2377	2195.38	2164.95	118.344
FBtr0100449	2583	2401.38	17.6572	0.882407
FBtr0081213	2235	2053.38	95.7106	5.59369
FBtr0334167	2255	2073.38	0.000660728	3.8243e-05
FBtr0081214	1380	1198.38	396.409	39.6969
FBtr0081212	2043	1861.38	466.504	30.0766
FBtr0332439	3941	3759.38	0	0
FBtr0083229	6686	6504.38	0	0
FBtr0110973	6509	6327.38	10.9951	0.208537
FBtr0083231	7418	7236.38	304.11	5.04334
FBtr0303845	2015	1833.38	43.1401	2.82381
FBtr0110974	6782	6600.38	552.332	10.0424
FBtr0083232	2923	2741.38	0.000635141	2.78041e-05
FBtr0083233	4004	3822.38	10.4218	0.327202
FBtr0305562	1342	1160.38	0	0
FBtr0080790	1399	1217.38	0	0
FBtr0087437	790	608.382	11.4388	2.25639
FBtr0300812	3314	3132.38	7.12802e-07	2.73088e-08
FBtr0339377	2254	2072.38	0	0
FBtr0082399	3419	3237.38	0	0
FBtr0082400	2232	2050.38	0	0
FBtr0082401	3400	3218.38	0	0
FBtr0306100	2146	1964.38	1.95138	0.119213
FBtr0306101	3272	3090.38	10.9764	0.426242
FBtr0308210	3294	3112.38	0.00183437	7.07296e-05
FBtr0078686	10132	9950.38	1416.6	17.0851
FBtr0078687	10159	9977.38	92.7114	1.11513
FBtr0344265	10304	10122.4	316.686	3.75452
FBtr0080469	3066	2884.38	3444	143.291
FBtr0330186	4564	4382.38	326.732	8.94725
FBtr0075794	3939	3757.38	0	0
FBtr0075796	3754	3572.38	8.53571	0.286741
FBtr0075795	3865	3683.38	0	0
FBtr0075793	4564	4382.38	326.732	8.94725
FBtr0079985	861	679.382	52	9.18539
FBtr0086909	1717	1535.38	16	1.25058
FBtr0307297	563	381.382	4	1.25866
FBtr0344383	5750	5568.38	503.207	10.8449
FBtr0100008	4909	4727.38	1722.79	43.7341
FBtr0086963	1545	1363.38	0	0
FBtr0074192	2559	2377.38	12	0.605746
FBtr0343735	2564	2382.38	3657.36	184.232
FBtr0080738	2991	2809.38	177.642	7.58829
FBtr0308228	6374	6192.38	210.452	4.07852
FBtr0070968	5806	5624.38	5.23742e-05	1.11751e-06
FBtr0070964	5798	5616.38	2406.47	51.4199
FBtr0070966	5737	5555.38	304.08	6.56874
FBtr0070965	5797	5615.38	0.000373083	7.97323e-06
FBtr0112956	6031	5849.38	0	0
FBtr0070967	5837	5655.38	9.63646e-08	2.04486e-09
FBtr0340214	5816	5634.38	0	0
FBtr0086962	5397	5215.38	1294	29.7753
FBtr0077090	1152	970.382	77	9.52261
FBtr0303508	2959	2777.38	3	0.129626
FBtr0113276	2326	2144.38	0	0
FBtr0113275	2533	2351.38	126.995	6.48144
FBtr0330370	3042	2860.38	19.2999	0.809729
FBtr0084509	3042	2860.38	19.2999	0.809729
FBtr0113277	2940	2758.38	36.4051	1.58386
FBtr0088191	450	268.382	0	0
FBtr0337104	3861	3679.38	0	0
FBtr0337103	4329	4147.38	0	0
FBtr0337105	4760	4578.38	0	0
FBtr0337107	4694	4512.38	0	0
FBtr0337106	4268	4086.38	242.669	7.12662
FBtr0305995	4736	4554.38	154.331	4.0666
FBtr0081823	1974	1792.38	0	0
FBtr0086121	1388	1206.38	6.32718	0.629409
FBtr0306112	1310	1128.38	17.2759	1.83735
FBtr0086120	816	634.382	63.3969	11.9929
FBtr0305502	2538	2356.38	0	0
FBtr0078323	2237	2055.38	2348	137.092
FBtr0333885	1793	1611.38	32.0192	2.38463
FBtr0076489	1723	1541.38	553.172	43.0683
FBtr0076488	1156	974.382	166.787	20.5419
FBtr0076492	1524	1342.38	16.6069	1.48464
FBtr0076490	1430	1248.38	50.6737	4.87129
FBtr0076493	1452	1270.38	40.5441	3.83002
FBtr0076491	1358	1176.38	579.321	59.0988
FBtr0076487	1484	1302.38	533.876	49.1938
FBtr0333884	1492	1310.38	0	0
FBtr0077876	1030	848.382	53	7.49709
FBtr0080517	1894	1712.38	0	0
FBtr0080518	1960	1778.38	0	0
FBtr0089870	550	368.382	279.604	91.0864
FBtr0089869	1607	1425.38	42.5741	3.58445
FBtr0305177	770	588.382	3.82157	0.779455
FBtr0112388	1184	1002.38	69	8.26083
FBtr0344450	310	128.415	0	0
FBtr0070072	917	735.382	0	0
FBtr0299876	396	214.395	27	15.1132
FBtr0078549	633	451.382	0	0
FBtr0077221	2116	1934.38	12.643	0.784362
FBtr0343853	1963	1781.38	1768.36	119.13
FBtr0084339	1491	1309.38	0	0
FBtr0310110	1488	1306.38	0	0
FBtr0070231	1713	1531.38	78	6.1125
FBtr0345922	3145	2963.38	0	0
FBtr0077279	2474	2292.38	0	0
FBtr0304593	2171	1989.38	0	0
FBtr0083089	2702	2520.38	185.426	8.829
FBtr0305269	635	453.382	5.73755e-05	1.5187e-05
FBtr0112496	631	449.382	2.99994	0.801135
FBtr0078820	991	809.382	5	0.741352
FBtr0086973	1790	1608.38	0	0
FBtr0300668	457	275.382	0	0
FBtr0088162	1047	865.382	0	0
FBtr0332555	2397	2215.38	0	0
FBtr0079167	1591	1409.38	0	0
FBtr0299789	5541	5359.38	2833	63.4366
FBtr0302986	764	582.382	1	0.206063
FBtr0300776	858	676.382	888	157.554
FBtr0079936	1229	1047.38	1	0.114578
FBtr0077539	974	792.382	5	0.757257
FBtr0078388	4390	4208.38	1736.16	49.5089
FBtr0332717	4402	4220.38	512.837	14.5826
FBtr0302267	1558	1376.38	9	0.784714
FBtr0085993	5606	5424.38	478.192	10.5794
FBtr0336519	4718	4536.38	559.756	14.808
FBtr0346718	5616	5434.38	5.40916e-06	1.1945e-07
FBtr0085992	4760	4578.38	1278.05	33.5
FBtr0076991	505	323.382	0	0
FBtr0305896	583	401.382	0	0
FBtr0344826	3306	3124.38	28.0926	1.07904
FBtr0339692	1697	1515.38	7.95656	0.630103
FBtr0074062	1798	1616.38	0	0
FBtr0309970	849	667.382	1	0.179818
FBtr0077685	2639	2457.38	1428	69.7371
FBtr0070207	6581	6399.38	89	1.66901
FBtr0306279	378	196.415	1	0.610988
FBtr0336996	7819	7637.38	269.647	4.23701
FBtr0088909	8512	8330.38	54.3529	0.783007
FBtr0075170	2112	1930.38	159	9.88466
FBtr0078821	867	685.382	477	83.5206
FBtr0301692	8575	8393.38	37.2501	0.532597
FBtr0344552	8596	8414.38	1.74032	0.0248207
FBtr0301693	9331	9149.38	0	0
FBtr0344553	8590	8408.38	4.17284	0.0595563
FBtr0301694	3717	3535.38	0	0
FBtr0085170	1190	1008.38	0	0
FBtr0304964	3406	3224.38	210.77	7.8446
FBtr0088002	695	513.382	1831.32	428.087
FBtr0088001	1488	1306.38	5535.98	508.549
FBtr0345018	1435	1253.38	511.832	49.0063
FBtr0304963	5672	5490.38	16.098	0.351867
FBtr0347108	2367	2185.38	1.7158	0.0942208
FBtr0433530	2658	2476.38	1.86861	0.0905543
FBtr0080473	2882	2700.38	718	31.9086
FBtr0081455	1599	1417.38	0	0
FBtr0080108	1254	1072.38	0	0
FBtr0084698	927	745.382	1	0.161001
FBtr0083438	1222	1040.38	0	0
FBtr0077420	591	409.382	4	1.17257
FBtr0085689	1882	1700.38	0	0
FBtr0300551	2918	2736.38	0	0
FBtr0075908	2942	2760.38	0	0
FBtr0074978	1652	1470.38	4	0.326466
FBtr0300308	527	345.382	0	0
FBtr0077153	2580	2398.38	0	0
FBtr0080877	4934	4752.38	1.05067	0.0265317
FBtr0100400	4928	4746.38	4.94444	0.125015
FBtr0080875	4955	4773.38	0.00471914	0.000118644
FBtr0080878	4961	4779.38	0.00101162	2.54011e-05
FBtr0100399	4955	4773.38	0.00471914	0.000118644
FBtr0080876	4982	4800.38	4.68429e-06	1.17105e-07
FBtr0077917	2227	2045.38	2	0.117345
FBtr0074665	787	605.382	0	0
FBtr0335149	2810	2628.38	447.628	20.4379
FBtr0081393	2581	2399.38	2277.37	113.905
FBtr0086551	497	315.382	111	42.2371
FBtr0331566	2046	1864.38	17.1875	1.10633
FBtr0078214	1896	1714.38	665.813	46.6071
FBtr0302328	2900	2718.38	125	5.51833
FBtr0088027	1968	1786.38	0	0
FBtr0307488	7901	7719.38	2276.12	35.3851
FBtr0071461	8362	8180.38	6252.44	91.7242
FBtr0332953	9940	9758.38	61.8128	0.760166
FBtr0071460	8158	7976.38	2304.43	34.671
FBtr0302029	2524	2342.38	6.175	0.316364
FBtr0342607	1249	1067.38	105.812	11.8966
FBtr0305265	1386	1204.38	5.0132	0.499527
FBtr0078597	2690	2508.38	0	0
FBtr0070178	4836	4654.38	172.43	4.44589
FBtr0070176	3199	3017.38	479.366	19.0653
FBtr0305652	3609	3427.38	0.000404885	1.41768e-05
FBtr0336687	3355	3173.38	27.4667	1.0387
FBtr0305651	3478	3296.38	126.736	4.61392
FBtr0302884	4288	4106.38	0	0
FBtr0070177	4056	3874.38	0.00123556	3.82711e-05
FBtr0082136	502	320.382	11622	4353.31
FBtr0334681	1007	825.382	438.024	63.6871
FBtr0343558	3758	3576.38	0	0
FBtr0343560	3089	2907.38	100.995	4.16874
FBtr0343557	3263	3081.38	0	0
FBtr0343555	4766	4584.38	23.5741	0.61711
FBtr0343559	5524	5342.38	0	0
FBtr0343556	5029	4847.38	18.4311	0.456302
FBtr0084281	1722	1540.38	0	0
FBtr0346284	521	339.382	0	0
FBtr0078480	1061	879.382	194.342	26.5214
FBtr0334111	1310	1128.38	22.6583	2.40979
FBtr0087561	1328	1146.38	193	20.2039
FBtr0110982	1483	1301.38	2	0.184431
FBtr0331445	2240	2058.38	4.43834	0.258764
FBtr0331444	1803	1621.38	60.5617	4.4825
FBtr0080855	2379	2197.38	0	0
FBtr0331446	1916	1734.38	0	0
FBtr0074925	1801	1619.38	4	0.296428
FBtr0331631	1103	921.382	0.158447	0.0206373
FBtr0079878	1099	917.382	32.8416	4.29617
FBtr0080848	811	629.382	306.036	58.3534
FBtr0337082	1132	950.382	8.69868	1.09841
FBtr0080849	878	696.382	110.265	19.002
FBtr0073231	4187	4005.38	4	0.119846
FBtr0070007	1131	949.382	422.346	53.387
FBtr0076456	2225	2043.38	165.456	9.71722
FBtr0110863	1375	1193.38	480.29	48.2983
FBtr0079872	1494	1312.38	1673.37	153.017
FBtr0342837	1587	1405.38	75.5582	6.45201
FBtr0303932	817	635.382	0	0
FBtr0074591	947	765.382	0	0
FBtr0082317	1661	1479.38	0	0
FBtr0089546	1998	1816.38	2	0.132139
FBtr0070832	957	775.382	45	6.96474
FBtr0073278	1421	1239.38	4	0.387314
FBtr0071497	2980	2798.38	311.674	13.366
FBtr0334456	3400	3218.38	15.3256	0.571464
FBtr0080146	1233	1051.38	402.856	45.983
FBtr0340549	1456	1274.38	17.1442	1.61445
FBtr0080200	4883	4701.38	938.037	23.9443
FBtr0079401	4275	4093.38	183.858	5.39024
FBtr0079402	1927	1745.38	63.8076	4.38723
FBtr0110978	5196	5014.38	114.334	2.73633
FBtr0331382	3274	3092.38	10	0.388074
FBtr0078325	767	585.382	0	0
FBtr0073497	2616	2434.38	72	3.54937
FBtr0073498	2680	2498.38	0	0
FBtr0100880	291	109.415	6	6.58083
FBtr0472645	478	296.382	0	0
FBtr0087421	1230	1048.38	113.407	12.9816
FBtr0332259	1368	1186.38	20.593	2.08306
FBtr0452094	233	51.6381	0	0
FBtr0452095	452	270.382	0	0
FBtr0307100	338	156.415	0	0
FBtr0073833	3216	3034.38	0	0
FBtr0309246	2620	2438.38	208.897	10.2811
FBtr0303292	2656	2474.38	16.2007	0.785734
FBtr0340445	2647	2465.38	0.000561395	2.73271e-05
FBtr0301046	2611	2429.38	0	0
FBtr0301044	2879	2697.38	1465.48	65.1996
FBtr0301045	2814	2632.38	3.16004	0.144063
FBtr0309245	4679	4497.38	42.8756	1.14409
FBtr0340444	2810	2628.38	20.3881	0.930887
FBtr0087401	1334	1152.38	1	0.104139
FBtr0339997	1555	1373.38	0	0
FBtr0332133	3186	3004.38	171.677	6.85748
FBtr0075505	3650	3468.38	351.323	12.1559
FBtr0087783	992	810.382	8536.32	1264.12
FBtr0087782	1474	1292.38	1519.68	141.114
FBtr0306924	1297	1115.38	94.6932	10.1883
FBtr0078951	1567	1385.38	0	0
FBtr0113379	4109	3927.38	10.2359	0.312773
FBtr0113380	4060	3878.38	34.7641	1.07569
FBtr0087112	5876	5694.38	0	0
FBtr0087113	4051	3869.38	0	0
FBtr0113381	1199	1017.38	0	0
FBtr0301782	483	301.382	3	1.19457
FBtr0088782	989	807.382	974.395	144.832
FBtr0347555	1024	842.382	1.14902	0.163692
FBtr0340082	4657	4475.38	400.899	10.7501
FBtr0070120	4901	4719.38	232.101	5.902
FBtr0340081	4889	4707.38	0	0
FBtr0332222	414	232.395	0	0
FBtr0075186	2778	2596.38	2	0.092442
FBtr0076548	1113	931.382	0	0
FBtr0333909	1095	913.382	0	0
FBtr0074659	1853	1671.38	27.0263	1.94052
FBtr0074658	2095	1913.38	7.90654	0.495898
FBtr0074657	1947	1765.38	0	0
FBtr0074656	2406	2224.38	12.0672	0.651035
FBtr0329993	1234	1052.38	148.5	16.9341
FBtr0345803	1392	1210.38	0	0
FBtr0086916	1234	1052.38	148.5	16.9341
FBtr0076028	2532	2350.38	1.03685	0.0529403
FBtr0332128	2529	2347.38	4.96315	0.253736
FBtr0085344	677	495.382	0	0
FBtr0302516	676	494.382	54.5428	13.2399
FBtr0302515	686	504.382	26.4572	6.29494
FBtr0300307	330	148.415	0	0
FBtr0085699	1851	1669.38	144	10.3518
FBtr0339513	1843	1661.38	0	0
FBtr0076196	1312	1130.38	0	0
FBtr0300408	1227	1045.38	1	0.114798
FBtr0309853	1486	1304.38	0	0
FBtr0087460	1186	1004.38	360	43.0142
FBtr0080560	2433	2251.38	0	0
FBtr0302990	2326	2144.38	0	0
FBtr0091840	529	347.382	1.61111	0.556578
FBtr0078876	1053	871.382	157.72	21.7214
FBtr0334904	1169	987.382	0	0
FBtr0081835	953	771.382	6	0.933447
FBtr0336902	3089	2907.38	18.7545	0.774124
FBtr0310293	5170	4988.38	162.133	3.9005
FBtr0112689	5949	5767.38	1263.43	26.2895
FBtr0310296	6440	6258.38	109.356	2.09696
FBtr0310439	7333	7151.38	52.342	0.878352
FBtr0310438	5301	5119.38	27.0308	0.63365
FBtr0112688	6571	6389.38	75.8196	1.42407
FBtr0336903	2896	2714.38	0	0
FBtr0336904	6738	6556.38	9.12509	0.167025
FBtr0310291	5930	5748.38	0.0510428	0.00106561
FBtr0310292	6136	5954.38	78.5812	1.58376
FBtr0310295	6518	6336.38	2.7787e-05	5.2627e-07
FBtr0112690	3143	2961.38	538.373	21.8171
FBtr0083911	2149	1967.38	766	46.7249
FBtr0335208	1675	1493.38	0	0
FBtr0082313	1672	1490.38	0	0
FBtr0082314	1708	1526.38	0	0
FBtr0084867	1402	1220.38	387	38.056
FBtr0078678	1335	1153.38	170	17.6882
FBtr0332059	421	239.395	76.647	38.4227
FBtr0332060	520	338.382	0	0
FBtr0077048	586	404.382	7.35298	2.18213
FBtr0080091	735	553.382	101.989	22.1175
FBtr0337004	889	707.382	30.6028	5.19178
FBtr0303243	1648	1466.38	0	0
FBtr0084638	860	678.382	0	0
FBtr0301365	1036	854.382	1.42889	0.200703
FBtr0076235	2532	2350.38	1.57111	0.0802189
FBtr0078275	1426	1244.38	0	0
FBtr0078274	1849	1667.38	0	0
FBtr0299679	679	497.382	0	0
FBtr0077240	561	379.382	0	0
FBtr0339663	4718	4536.38	0	0
FBtr0079431	4480	4298.38	1371.6	38.294
FBtr0100353	1556	1374.38	489.4	42.7332
FBtr0070638	1450	1268.38	141	13.3407
FBtr0111291	1625	1443.38	179.943	14.9611
FBtr0334996	1604	1422.38	0	0
FBtr0111292	1680	1498.38	35.3414	2.83054
FBtr0334995	1619	1437.38	21.7154	1.81302
FBtr0334505	3671	3489.38	0	0
FBtr0303025	3622	3440.38	333.754	11.642
FBtr0303026	3655	3473.38	15.2464	0.526771
FBtr0345296	10338	10156.4	1.23857e-06	1.46349e-08
FBtr0334627	11356	11174.4	10.4531	0.112261
FBtr0345297	10412	10230.4	45.9606	0.539141
FBtr0089188	10287	10105.4	135.991	1.61497
FBtr0079289	647	465.382	2.23127	0.575375
FBtr0073973	1499	1317.38	0	0
FBtr0343378	1743	1561.38	1	0.0768597
FBtr0084679	725	543.382	0	0
FBtr0334337	563	381.382	41	12.9013
FBtr0303712	429	247.395	0	0
FBtr0091698	715	533.382	0	0
FBtr0332024	7890	7708.38	0.319954	0.00498118
FBtr0332020	8968	8786.38	0	0
FBtr0090005	8973	8791.38	0	0
FBtr0090006	9425	9243.38	0	0
FBtr0332022	8226	8044.38	0	0
FBtr0332021	7881	7699.38	1.34002	0.0208864
FBtr0332025	8450	8268.38	0	0
FBtr0090004	8986	8804.38	0	0
FBtr0090003	9298	9116.38	0	0
FBtr0332023	7881	7699.38	1.34002	0.0208864
FBtr0333699	718	536.382	261.41	58.4865
FBtr0089192	930	748.382	10.5903	1.69822
FBtr0085177	1004	822.382	19	2.77261
FBtr0076524	1306	1124.38	43	4.58947
FBtr0303413	925	743.382	0	0
FBtr0081820	1822	1640.38	416	30.4338
FBtr0076096	1109	927.382	0	0
FBtr0305316	2482	2300.38	323.95	16.9
FBtr0081643	2574	2392.38	312.05	15.6531
FBtr0079438	2252	2070.38	0	0
FBtr0076006	2169	1987.38	119.287	7.20314
FBtr0080702	6072	5890.38	0	0
FBtr0307486	5901	5719.38	0	0
FBtr0344791	5310	5128.38	0	0
FBtr0080703	5835	5653.38	0	0
FBtr0344792	5349	5167.38	0	0
FBtr0332180	5277	5095.38	0	0
FBtr0076603	1569	1387.38	133	11.5044
FBtr0088241	446	264.382	1	0.453917
FBtr0113374	1177	995.382	141.851	17.1021
FBtr0339129	1195	1013.38	0	0
FBtr0306916	853	671.382	0	0
FBtr0306078	390	208.405	0	0
FBtr0082644	1188	1006.38	14	1.66945
FBtr0331953	1838	1656.38	1.11715	0.0809394
FBtr0088379	1234	1052.38	0	0
FBtr0078122	17880	17698.4	597.966	4.05463
FBtr0330652	20622	20440.4	324.16	1.90317
FBtr0078123	18859	18677.4	0.0209993	0.000134926
FBtr0306341	17963	17781.4	1246.55	8.41301
FBtr0332337	17143	16961.4	2403.51	17.0056
FBtr0078121	19604	19422.4	2.19148	0.0135408
FBtr0330653	18434	18252.4	1898.6	12.4831
FBtr0332336	19571	19389.4	2.9691e-05	1.83768e-07
FBtr0085966	1802	1620.38	1	0.0740612
FBtr0335266	2266	2084.38	0	0
FBtr0087125	3040	2858.38	3.5	0.146945
FBtr0330002	3040	2858.38	3.5	0.146945
FBtr0084048	1674	1492.38	2	0.160827
FBtr0100560	1399	1217.38	0	0
FBtr0077376	1096	914.382	0	0
FBtr0080279	1140	958.382	0	0
FBtr0077176	2273	2091.38	162	9.29586
FBtr0071010	1167	985.382	0	0
FBtr0089460	5375	5193.38	93.5744	2.1623
FBtr0089462	5264	5082.38	606.851	14.3292
FBtr0089461	5930	5748.38	1320.57	27.5693
FBtr0100411	6239	6057.38	4.07713	0.0807751
FBtr0075202	6012	5830.38	5.04941	0.103933
FBtr0305796	6012	5830.38	5.04941	0.103933
FBtr0075203	6012	5830.38	5.04941	0.103933
FBtr0075204	5059	4877.38	79.7746	1.96285
FBtr0110783	2687	2505.38	10.6735	0.511261
FBtr0110782	2228	2046.38	13.3949	0.785527
FBtr0343017	2649	2467.38	0	0
FBtr0088704	900	718.382	0	0
FBtr0345661	1397	1215.38	0	0
FBtr0088702	387	205.405	0	0
FBtr0333002	443	261.395	0	0
FBtr0084236	1022	840.382	56.9809	8.13693
FBtr0305320	1102	920.382	46.0191	6.00037
FBtr0088192	621	439.382	1	0.273128
FBtr0091932	543	361.382	1	0.332079
FBtr0100861	1536	1354.38	1901	168.441
FBtr0087076	1743	1561.38	1	0.0768597
FBtr0088319	498	316.382	0	0
FBtr0300214	435	253.395	193	91.4045
FBtr0081203	1270	1088.38	17.1944	1.89589
FBtr0335465	1032	850.382	0.0778114	0.0109809
FBtr0299945	1628	1446.38	0	0
FBtr0299944	1622	1440.38	0	0
FBtr0299942	1323	1141.38	6	0.630853
FBtr0304052	1663	1481.38	0	0
FBtr0330006	1667	1485.38	0	0
FBtr0299943	2029	1847.38	0	0
FBtr0333163	1567	1385.38	0	0
FBtr0304051	1925	1743.38	0	0
FBtr0304037	3258	3076.38	292.323	11.4033
FBtr0333051	3590	3408.38	68.1011	2.39781
FBtr0304035	3159	2977.38	2397.55	96.6364
FBtr0304034	3184	3002.38	119.436	4.77396
FBtr0304036	3283	3101.38	83.9508	3.24846
FBtr0075771	3187	3005.38	735.011	29.3496
FBtr0075773	3292	3110.38	146.848	5.66582
FBtr0075772	3162	2980.38	2678.78	107.863
FBtr0302372	967	785.382	0	0
FBtr0080337	1634	1452.38	0	0
FBtr0307373	8588	8406.38	0	0
FBtr0307370	4678	4496.38	0.053284	0.00142214
FBtr0307375	11742	11560.4	0	0
FBtr0307374	14423	14241.4	4.96115e-07	4.1806e-09
FBtr0307371	5317	5135.38	17.0068	0.397427
FBtr0307372	7541	7359.38	12.1355	0.19789
FBtr0307369	14389	14207.4	18.8044	0.158838
FBtr0331565	495	313.382	4	1.53177
FBtr0078211	579	397.382	0	0
FBtr0070679	2246	2064.38	2	0.116265
FBtr0307067	1862	1680.38	0	0
FBtr0307066	1626	1444.38	4	0.332343
FBtr0088809	1674	1492.38	0	0
FBtr0083814	2279	2097.38	0	0
FBtr0335008	1911	1729.38	23.6603	1.64187
FBtr0335009	1821	1639.38	0	0
FBtr0335010	1841	1659.38	0	0
FBtr0301116	1754	1572.38	0	0
FBtr0083813	1830	1648.38	250.34	18.2255
FBtr0083737	1247	1065.38	195.837	22.0596
FBtr0079463	1417	1235.38	0	0
FBtr0074866	1235	1053.38	2	0.227852
FBtr0078079	2423	2241.38	0	0
FBtr0345429	2892	2710.38	125.505	5.55699
FBtr0112854	1603	1421.38	8.80136	0.7431
FBtr0344014	4461	4279.38	123.66	3.46783
FBtr0082565	411	229.395	0	0
FBtr0333050	12737	12555.4	0.261763	0.002502
FBtr0075768	12659	12477.4	3101.74	29.8325
FBtr0072562	2198	2016.38	662.612	39.4361
FBtr0082073	3094	2912.38	500	20.603
FBtr0302206	4577	4395.38	0	0
FBtr0306250	3122	2940.38	0	0
FBtr0087108	4185	4003.38	0	0
FBtr0306249	3228	3046.38	0	0
FBtr0302205	3032	2850.38	0	0
FBtr0344428	497	315.382	17.3288	6.59387
FBtr0344429	3221	3039.38	133.336	5.26464
FBtr0091823	1023	841.382	0	0
FBtr0076063	5578	5396.38	0	0
FBtr0333387	1607	1425.38	47	3.95708
FBtr0076181	2020	1838.38	0	0
FBtr0081707	1138	956.382	68.3221	8.5731
FBtr0301493	1111	929.382	24.6779	3.18656
FBtr0074270	1824	1642.38	0	0
FBtr0074269	1741	1559.38	357.56	27.5172
